geo_id,county_name,children_under_2,children_2_to_5,children_total_under_5,children_total_under_5.1,pct_non_english_home,pct_all_parents_work,pct_parents_nontraditional_hours,pct_remote_work,pct_eligible_subsidy,median_household_income,poverty_level_ratio,data_year,bg,tract6,county,state,tract_geoid11,zip
2.40E+11,Block Group 1; Census Tract 6011.03; Howard County; Maryland,152,112,264,264,0,13.72%,9.47%,12.73%,2.01%,93205.55133,1.10199766,2023,1,601103,Howard County,Maryland,24027601103,21075
2.40E+11,Block Group 2; Census Tract 6011.03; Howard County; Maryland,48,36,84,84,0,4.37%,3.01%,4.05%,0.64%,29656.31179,0.350635619,2023,2,601103,Howard County,Maryland,24027601103,21075
2.40E+11,Block Group 3; Census Tract 6011.03; Howard County; Maryland,103,75,178,178,0,9.25%,6.38%,8.58%,1.35%,62843.13688,0.743013574,2023,3,601103,Howard County,Maryland,24027601103,21075
2.40E+11,Block Group 1; Census Tract 6011.04; Howard County; Maryland,128,93,221,221,0,17.02%,11.10%,22.46%,3.98%,170627.7266,1.822729784,2023,1,601104,Howard County,Maryland,24027601104,21043
2.40E+11,Block Group 2; Census Tract 6011.04; Howard County; Maryland,27,19,46,46,0,3.54%,2.31%,4.68%,0.83%,35515.27341,0.37939172,2023,2,601104,Howard County,Maryland,24027601104,21043
2.40E+11,Block Group 1; Census Tract 6011.05; Howard County; Maryland,169,124,293,293,0,17.56%,9.70%,22.90%,6.34%,118951.6477,1.700169072,2023,1,601105,Howard County,Maryland,24027601105,21043
2.40E+11,Block Group 2; Census Tract 6011.05; Howard County; Maryland,44,32,76,76,0,4.56%,2.52%,5.94%,1.64%,30854.3523,0.440999486,2023,2,601105,Howard County,Maryland,24027601105,21043
2.40E+11,Block Group 1; Census Tract 6011.07; Howard County; Maryland,210,154,364,364,0,22.11%,25.12%,14.16%,29.80%,79679.6,1.851707426,2023,1,601107,Howard County,Maryland,24027601107,21075
2.40E+11,Block Group 2; Census Tract 6011.07; Howard County; Maryland,9,7,16,16,0,0.97%,1.10%,0.62%,1.31%,3502.4,0.081393733,2023,2,601107,Howard County,Maryland,24027601107,21075
2.40E+11,Block Group 1; Census Tract 6011.08; Howard County; Maryland,24,17,41,41,0,33.33%,2.97%,5.83%,4.10%,45616.66667,0.717457329,2023,1,601108,Howard County,Maryland,24027601108,21075
2.40E+11,Block Group 2; Census Tract 6011.08; Howard County; Maryland,47,35,82,82,0,66.67%,5.94%,11.67%,8.20%,91233.33333,1.434914657,2023,2,601108,Howard County,Maryland,24027601108,21075
2.40E+11,Block Group 1; Census Tract 6012.03; Howard County; Maryland,462,339,801,801,0,54.20%,10.58%,20.08%,17.83%,111212.0521,1.590822723,2023,1,601203,Howard County,Maryland,24027601203,21075
2.40E+11,Block Group 2; Census Tract 6012.03; Howard County; Maryland,102,75,177,177,0,11.98%,2.34%,4.44%,3.94%,24574.94785,0.351530115,2023,2,601203,Howard County,Maryland,24027601203,21075
2.40E+11,Block Group 1; Census Tract 6012.04; Howard County; Maryland,141,103,244,244,0,70.52%,10.75%,18.74%,8.16%,106975.6647,1.483729608,2023,1,601204,Howard County,Maryland,24027601204,21076
2.40E+11,Block Group 2; Census Tract 6012.04; Howard County; Maryland,31,23,54,54,0,15.61%,2.38%,4.15%,1.81%,23674.9422,0.328366389,2023,2,601204,Howard County,Maryland,24027601204,21076
2.40E+11,Block Group 3; Census Tract 6012.04; Howard County; Maryland,28,20,48,48,0,13.87%,2.12%,3.69%,1.61%,21044.39306,0.291881234,2023,3,601204,Howard County,Maryland,24027601204,21076
2.40E+11,Block Group 1; Census Tract 6012.05; Howard County; Maryland,89,65,154,154,0,27.98%,11.50%,6.11%,6.88%,42135.48387,0.954194292,2023,1,601205,Howard County,Maryland,24027601205,21043
2.40E+11,Block Group 2; Census Tract 6012.05; Howard County; Maryland,56,41,97,97,0,17.62%,7.24%,3.85%,4.33%,26539.8827,0.601018483,2023,2,601205,Howard County,Maryland,24027601205,21043
2.40E+11,Block Group 3; Census Tract 6012.05; Howard County; Maryland,36,26,62,62,0,11.27%,4.63%,2.46%,2.77%,16963.63636,0.384156143,2023,3,601205,Howard County,Maryland,24027601205,21043
2.40E+11,Block Group 4; Census Tract 6012.05; Howard County; Maryland,16,12,28,28,0,5.09%,2.09%,1.11%,1.25%,7660.997067,0.173489871,2023,4,601205,Howard County,Maryland,24027601205,21043
2.40E+11,Block Group 1; Census Tract 6012.06; Howard County; Maryland,74,54,128,128,0,64.65%,11.10%,5.36%,4.87%,94440.08081,1.410183397,2023,1,601206,Howard County,Maryland,24027601206,21042
2.40E+11,Block Group 2; Census Tract 6012.06; Howard County; Maryland,40,30,70,70,0,35.35%,6.07%,2.93%,2.66%,51646.91919,0.771194045,2023,2,601206,Howard County,Maryland,24027601206,21042
2.40E+11,Block Group 1; Census Tract 6021; Howard County; Maryland,43,31,74,74,0,2.24%,1.32%,3.05%,0.47%,21764.74545,0.247581719,2023,1,602100,Howard County,Maryland,24027602100,21043
2.40E+11,Block Group 2; Census Tract 6021; Howard County; Maryland,108,79,187,187,0,5.66%,3.33%,7.71%,1.20%,55000.1,0.625645696,2023,2,602100,Howard County,Maryland,24027602100,21043
2.40E+11,Block Group 3; Census Tract 6021; Howard County; Maryland,19,14,33,33,0,1.00%,0.59%,1.36%,0.21%,9705.9,0.110408064,2023,3,602100,Howard County,Maryland,24027602100,21042
2.40E+11,Block Group 4; Census Tract 6021; Howard County; Maryland,211,155,366,366,0,11.08%,6.51%,15.09%,2.35%,107647.2545,1.224525801,2023,4,602100,Howard County,Maryland,24027602100,21042
2.40E+11,Block Group 1; Census Tract 6022.01; Howard County; Maryland,8,6,14,14,0,7.29%,1.68%,4.30%,1.48%,39712.4,0.39967553,2023,1,602201,Howard County,Maryland,24027602201,21042
2.40E+11,Block Group 2; Census Tract 6022.01; Howard County; Maryland,35,26,61,61,0,31.76%,7.32%,18.72%,6.46%,173032.6,1.741443379,2023,2,602201,Howard County,Maryland,24027602201,21042
2.40E+11,Block Group 1; Census Tract 6022.02; Howard County; Maryland,25,18,43,43,0,2.97%,2.32%,3.36%,2.06%,29423.03396,0.340789868,2023,1,602202,Howard County,Maryland,24027602202,21042
2.40E+11,Block Group 2; Census Tract 6022.02; Howard County; Maryland,40,30,70,70,0,4.84%,3.78%,5.47%,3.36%,47897.96226,0.554774204,2023,2,602202,Howard County,Maryland,24027602202,21042
2.40E+11,Block Group 3; Census Tract 6022.02; Howard County; Maryland,39,29,68,68,0,4.70%,3.67%,5.32%,3.26%,46529.44906,0.538923512,2023,3,602202,Howard County,Maryland,24027602202,21042
2.40E+11,Block Group 4; Census Tract 6022.02; Howard County; Maryland,48,36,84,84,0,5.81%,4.54%,6.57%,4.03%,57477.55472,0.665729045,2023,4,602202,Howard County,Maryland,24027602202,21042
2.40E+11,Block Group 1; Census Tract 6023.02; Howard County; Maryland,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,2023,1,602302,Howard County,Maryland,24027602302,21045
2.40E+11,Block Group 2; Census Tract 6023.02; Howard County; Maryland,107,79,186,186,0,32.37%,11.62%,7.63%,3.74%,80613.94083,1.196253084,2023,2,602302,Howard County,Maryland,24027602302,21045
2.40E+11,Block Group 3; Census Tract 6023.02; Howard County; Maryland,27,19,46,46,0,8.00%,2.87%,1.89%,0.93%,19936.78107,0.295847537,2023,3,602302,Howard County,Maryland,24027602302,21045
2.40E+11,Block Group 4; Census Tract 6023.02; Howard County; Maryland,61,45,106,106,0,18.44%,6.62%,4.35%,2.13%,45941.27811,0.681735628,2023,4,602302,Howard County,Maryland,24027602302,21045
2.40E+11,Block Group 1; Census Tract 6023.03; Howard County; Maryland,36,26,62,62,0,0.92%,2.56%,7.50%,0.70%,62125.15888,0.641471121,2023,1,602303,Howard County,Maryland,24027602303,21042
2.40E+11,Block Group 2; Census Tract 6023.03; Howard County; Maryland,28,21,49,49,0,0.73%,2.03%,5.93%,0.55%,49098.91589,0.506969112,2023,2,602303,Howard County,Maryland,24027602303,21042
2.40E+11,Block Group 3; Census Tract 6023.03; Howard County; Maryland,59,44,103,103,0,1.53%,4.26%,12.46%,1.17%,103207.9252,1.065669766,2023,3,602303,Howard County,Maryland,24027602303,21042
2.40E+11,Block Group 1; Census Tract 6023.04; Howard County; Maryland,47,35,82,82,0,11.37%,4.29%,10.31%,2.55%,78047.2963,0.824630954,2023,1,602304,Howard County,Maryland,24027602304,21042
2.40E+11,Block Group 2; Census Tract 6023.04; Howard County; Maryland,54,40,94,94,0,13.03%,4.92%,11.81%,2.93%,89468.85185,0.945308655,2023,2,602304,Howard County,Maryland,24027602304,21042
2.40E+11,Block Group 3; Census Tract 6023.04; Howard County; Maryland,23,17,40,40,0,5.55%,2.09%,5.03%,1.24%,38071.85185,0.402259002,2023,3,602304,Howard County,Maryland,24027602304,21042
2.40E+11,Block Group 1; Census Tract 6023.05; Howard County; Maryland,21,15,36,36,0,5.64%,3.61%,6.04%,1.46%,55863.48092,0.601942788,2023,1,602305,Howard County,Maryland,24027602305,21042
2.40E+11,Block Group 2; Census Tract 6023.05; Howard County; Maryland,55,40,95,95,0,14.89%,9.52%,15.93%,3.84%,147417.5191,1.588460134,2023,2,602305,Howard County,Maryland,24027602305,21042
2.40E+11,Block Group 1; Census Tract 6023.06; Howard County; Maryland,122,89,211,211,0,15.38%,5.28%,8.53%,2.80%,68852.47945,1.05801256,2023,1,602306,Howard County,Maryland,24027602306,21042
2.40E+11,Block Group 2; Census Tract 6023.06; Howard County; Maryland,51,37,88,88,0,6.42%,2.20%,3.56%,1.17%,28715.72603,0.441256423,2023,2,602306,Howard County,Maryland,24027602306,21042
2.40E+11,Block Group 3; Census Tract 6023.06; Howard County; Maryland,80,59,139,139,0,10.13%,3.48%,5.62%,1.85%,45357.79452,0.696984578,2023,3,602306,Howard County,Maryland,24027602306,21042
2.40E+11,Block Group 1; Census Tract 6026; Howard County; Maryland,35,26,61,61,0,17.58%,3.67%,4.38%,5.61%,12743.19885,0.337002039,2023,1,602600,Howard County,Maryland,24027602600,21043
2.40E+11,Block Group 2; Census Tract 6026; Howard County; Maryland,6,5,11,11,0,3.17%,0.66%,0.79%,1.01%,2297.95389,0.060770859,2023,2,602600,Howard County,Maryland,24027602600,21043
2.40E+11,Block Group 3; Census Tract 6026; Howard County; Maryland,32,23,55,55,0,15.85%,3.31%,3.95%,5.06%,11489.76945,0.303854297,2023,3,602600,Howard County,Maryland,24027602600,21043
2.40E+11,Block Group 4; Census Tract 6026; Howard County; Maryland,127,93,220,220,0,63.40%,13.23%,15.81%,20.22%,45959.07781,1.215417188,2023,4,602600,Howard County,Maryland,24027602600,21043
2.40E+11,Block Group 1; Census Tract 6027; Howard County; Maryland,39,28,67,67,0,15.99%,4.70%,9.79%,1.81%,77651.85795,0.832374912,2023,1,602700,Howard County,Maryland,24027602700,21043
2.40E+11,Block Group 2; Census Tract 6027; Howard County; Maryland,63,46,109,109,0,26.01%,7.65%,15.92%,2.94%,126329.142,1.35416217,2023,2,602700,Howard County,Maryland,24027602700,21043
2.40E+11,Block Group 1; Census Tract 6028; Howard County; Maryland,16,11,27,27,0,23.68%,4.87%,5.52%,3.41%,36848.60526,0.491227069,2023,1,602800,Howard County,Maryland,24027602800,21043
2.40E+11,Block Group 2; Census Tract 6028; Howard County; Maryland,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,2023,2,602800,Howard County,Maryland,24027602800,21043
2.40E+11,Block Group 3; Census Tract 6028; Howard County; Maryland,50,37,87,87,0,76.32%,15.70%,17.77%,10.99%,118734.3947,1.582842777,2023,3,602800,Howard County,Maryland,24027602800,21043
2.40E+11,Block Group 1; Census Tract 6029; Howard County; Maryland,58,42,100,100,0,36.20%,3.14%,11.38%,6.90%,39530.76923,0.954162249,2023,1,602900,Howard County,Maryland,24027602900,21043
2.40E+11,Block Group 2; Census Tract 6029; Howard County; Maryland,53,39,92,92,0,33.30%,2.89%,10.47%,6.35%,36368.30769,0.877829269,2023,2,602900,Howard County,Maryland,24027602900,21043
2.40E+11,Block Group 3; Census Tract 6029; Howard County; Maryland,17,12,29,29,0,10.50%,0.91%,3.30%,2.00%,11463.92308,0.276707052,2023,3,602900,Howard County,Maryland,24027602900,21043
2.40E+11,Block Group 1; Census Tract 6030.01; Howard County; Maryland,5,4,9,9,0,1.54%,0.71%,1.04%,0.53%,6585.032967,0.106706277,2023,1,603001,Howard County,Maryland,24027603001,21163
2.40E+11,Block Group 2; Census Tract 6030.01; Howard County; Maryland,40,29,69,69,0,11.78%,5.42%,8.01%,4.08%,50485.25275,0.818081455,2023,2,603001,Howard County,Maryland,24027603001,21163
2.40E+11,Block Group 3; Census Tract 6030.01; Howard County; Maryland,60,44,104,104,0,17.76%,8.17%,12.08%,6.15%,76093.71429,1.233050308,2023,3,603001,Howard County,Maryland,24027603001,21163
2.40E+11,Block Group 1; Census Tract 6030.03; Howard County; Maryland,139,102,241,241,0,9.32%,18.74%,22.81%,3.30%,130852.3047,1.555491006,2023,1,603003,Howard County,Maryland,24027603003,21738
2.40E+11,Block Group 2; Census Tract 6030.03; Howard County; Maryland,56,41,97,97,0,3.75%,7.54%,9.18%,1.33%,52666.69527,0.626068994,2023,2,603003,Howard County,Maryland,24027603003,21738
2.40E+11,Block Group 1; Census Tract 6030.04; Howard County; Maryland,61,44,105,105,0,7.24%,5.82%,8.59%,1.43%,58482.52618,0.604171585,2023,1,603004,Howard County,Maryland,24027603004,21042
2.40E+11,Block Group 2; Census Tract 6030.04; Howard County; Maryland,134,99,233,233,0,16.07%,12.92%,19.07%,3.17%,129775.5105,1.340685517,2023,2,603004,Howard County,Maryland,24027603004,21042
2.40E+11,Block Group 3; Census Tract 6030.04; Howard County; Maryland,25,19,44,44,0,3.03%,2.44%,3.60%,0.60%,24506.96335,0.253176664,2023,3,603004,Howard County,Maryland,24027603004,21042
2.40E+11,Block Group 1; Census Tract 6040.01; Howard County; Maryland,17,13,30,30,0,2.27%,3.69%,2.70%,1.16%,19347.92727,0.23420753,2023,1,604001,Howard County,Maryland,24027604001,21723
2.40E+11,Block Group 2; Census Tract 6040.01; Howard County; Maryland,6,4,10,10,0,0.76%,1.23%,0.90%,0.39%,6449.309091,0.078069177,2023,2,604001,Howard County,Maryland,24027604001,21723
2.40E+11,Block Group 3; Census Tract 6040.01; Howard County; Maryland,136,99,235,235,0,17.77%,28.88%,21.15%,9.12%,151558.7636,1.83462565,2023,3,604001,Howard County,Maryland,24027604001,21723
2.40E+11,Block Group 1; Census Tract 6040.03; Howard County; Maryland,130,96,226,226,0,20.35%,22.46%,21.41%,5.09%,145237.2372,1.445052718,2023,1,604003,Howard County,Maryland,24027604003,21045
2.40E+11,Block Group 2; Census Tract 6040.03; Howard County; Maryland,8,5,13,13,0,1.17%,1.29%,1.23%,0.29%,8354.354354,0.083122501,2023,2,604003,Howard County,Maryland,24027604003,21045
2.40E+11,Block Group 3; Census Tract 6040.03; Howard County; Maryland,54,40,94,94,0,8.46%,9.34%,8.91%,2.12%,60408.40841,0.601039626,2023,3,604003,Howard County,Maryland,24027604003,21045
2.40E+11,Block Group 1; Census Tract 6040.04; Howard County; Maryland,44,33,77,77,0,3.11%,5.20%,7.23%,1.92%,76389.19444,0.670928038,2023,1,604004,Howard County,Maryland,24027604004,21046
2.40E+11,Block Group 2; Census Tract 6040.04; Howard County; Maryland,101,74,175,175,0,7.08%,11.82%,16.43%,4.36%,173611.8056,1.524836451,2023,2,604004,Howard County,Maryland,24027604004,21046
2.40E+11,Block Group 1; Census Tract 6051.03; Howard County; Maryland,55,41,96,96,0,5.32%,10.36%,16.69%,1.57%,147542,1.480299769,2023,1,605103,Howard County,Maryland,24027605103,21043
2.40E+11,Block Group 2; Census Tract 6051.03; Howard County; Maryland,28,20,48,48,0,2.66%,5.18%,8.35%,0.78%,73771,0.740149884,2023,2,605103,Howard County,Maryland,24027605103,21036
2.40E+11,Block Group 1; Census Tract 6051.04; Howard County; Maryland,102,75,177,177,0,17.56%,7.92%,18.15%,2.79%,146040.1881,1.28202748,2023,1,605104,Howard County,Maryland,24027605104,21029
2.40E+11,Block Group 2; Census Tract 6051.04; Howard County; Maryland,73,53,126,126,0,12.50%,5.64%,12.92%,1.99%,103960.8119,0.912629732,2023,2,605104,Howard County,Maryland,24027605104,21029
2.40E+11,Block Group 1; Census Tract 6051.05; Howard County; Maryland,134,98,232,232,0,12.44%,3.28%,13.81%,0.45%,105831.3697,1.05084622,2023,1,605105,Howard County,Maryland,24027605105,20723
2.40E+11,Block Group 2; Census Tract 6051.05; Howard County; Maryland,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,2023,2,605105,Howard County,Maryland,24027605105,20723
2.40E+11,Block Group 3; Census Tract 6051.05; Howard County; Maryland,152,111,263,263,0,14.10%,3.71%,15.65%,0.50%,119972.6303,1.191261017,2023,3,605105,Howard County,Maryland,24027605105,20723
2.40E+11,Block Group 1; Census Tract 6051.06; Howard County; Maryland,37,27,64,64,0,7.92%,5.08%,6.56%,1.63%,78488.38095,0.736326177,2023,1,605106,Howard County,Maryland,24027605106,20723
2.40E+11,Block Group 2; Census Tract 6051.06; Howard County; Maryland,72,53,125,125,0,15.46%,9.91%,12.81%,3.19%,153297.619,1.438137064,2023,2,605106,Howard County,Maryland,24027605106,20723
2.40E+11,Block Group 1; Census Tract 6054.01; Howard County; Maryland,65,47,112,112,0,22.02%,6.12%,9.99%,4.36%,42678.61111,0.821892963,2023,1,605401,Howard County,Maryland,24027605401,21043
2.40E+11,Block Group 2; Census Tract 6054.01; Howard County; Maryland,22,16,38,38,0,7.47%,2.08%,3.39%,1.48%,14480.24306,0.278856541,2023,2,605401,Howard County,Maryland,24027605401,21043
2.40E+11,Block Group 3; Census Tract 6054.01; Howard County; Maryland,17,13,30,30,0,5.90%,1.64%,2.68%,1.17%,11431.77083,0.220149901,2023,3,605401,Howard County,Maryland,24027605401,21043
2.40E+11,Block Group 4; Census Tract 6054.01; Howard County; Maryland,62,46,108,108,0,21.24%,5.90%,9.64%,4.21%,41154.375,0.792539643,2023,4,605401,Howard County,Maryland,24027605401,21043
2.40E+11,Block Group 1; Census Tract 6054.03; Howard County; Maryland,46,33,79,79,0,48.54%,9.46%,12.13%,12.51%,68807.80303,1.201818122,2023,1,605403,Howard County,Maryland,24027605403,20759
2.40E+11,Block Group 2; Census Tract 6054.03; Howard County; Maryland,31,22,53,53,0,32.56%,6.34%,8.14%,8.39%,46162.19697,0.806283044,2023,2,605403,Howard County,Maryland,24027605403,20759
2.40E+11,Block Group 1; Census Tract 6054.04; Howard County; Maryland,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,2023,1,605404,Howard County,Maryland,24027605404,20777
2.40E+11,Block Group 2; Census Tract 6054.04; Howard County; Maryland,10,7,17,17,0,35.42%,4.60%,6.91%,3.08%,45274.1875,0.74425453,2023,2,605404,Howard County,Maryland,24027605404,20777
2.40E+11,Block Group 3; Census Tract 6054.04; Howard County; Maryland,18,13,31,31,0,64.58%,8.40%,12.60%,5.62%,82558.8125,1.357170026,2023,3,605404,Howard County,Maryland,24027605404,20777
2.40E+11,Block Group 1; Census Tract 6055.02; Howard County; Maryland,50,36,86,86,0,24.50%,8.65%,10.91%,4.77%,44544.81481,0.74497862,2023,1,605502,Howard County,Maryland,24027605502,21044
2.40E+11,Block Group 2; Census Tract 6055.02; Howard County; Maryland,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,2023,2,605502,Howard County,Maryland,24027605502,21044
2.40E+11,Block Group 3; Census Tract 6055.02; Howard County; Maryland,91,66,157,157,0,44.73%,15.80%,19.91%,8.71%,81320.18519,1.360019108,2023,3,605502,Howard County,Maryland,24027605502,21044
2.40E+11,Block Group 1; Census Tract 6055.03; Howard County; Maryland,110,80,190,190,0,60.32%,12.58%,11.84%,12.77%,63227.1746,1.162480034,2023,1,605503,Howard County,Maryland,24027605503,21044
2.40E+11,Block Group 2; Census Tract 6055.03; Howard County; Maryland,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,2023,2,605503,Howard County,Maryland,24027605503,21044
2.40E+11,Block Group 3; Census Tract 6055.03; Howard County; Maryland,36,26,62,62,0,19.68%,4.11%,3.86%,4.17%,20632.0254,0.37933559,2023,3,605503,Howard County,Maryland,24027605503,21044
2.40E+11,Block Group 4; Census Tract 6055.03; Howard County; Maryland,36,27,63,63,0,20.00%,4.17%,3.93%,4.24%,20964.8,0.385453906,2023,4,605503,Howard County,Maryland,24027605503,21044
2.40E+11,Block Group 1; Census Tract 6055.04; Howard County; Maryland,25,18,43,43,0,25.34%,19.00%,20.35%,0.82%,250001,2.235589265,2023,1,605504,Howard County,Maryland,24027605504,21044
2.40E+11,Block Group 1; Census Tract 6055.05; Howard County; Maryland,31,22,53,53,0,10.22%,2.24%,6.83%,1.15%,52789.05578,0.466520893,2023,1,605505,Howard County,Maryland,24027605505,21029
2.40E+11,Block Group 2; Census Tract 6055.05; Howard County; Maryland,18,13,31,31,0,5.98%,1.31%,4.00%,0.67%,30876.61753,0.272870711,2023,2,605505,Howard County,Maryland,24027605505,21029
2.40E+11,Block Group 3; Census Tract 6055.05; Howard County; Maryland,96,71,167,167,0,32.19%,7.07%,21.53%,3.61%,166335.3267,1.469980927,2023,3,605505,Howard County,Maryland,24027605505,21029
2.40E+11,Block Group 1; Census Tract 6056.01; Howard County; Maryland,50,36,86,86,0,20.53%,5.23%,4.19%,3.15%,26817.22196,0.418995282,2023,1,605601,Howard County,Maryland,24027605601,21044
2.40E+11,Block Group 2; Census Tract 6056.01; Howard County; Maryland,69,50,119,119,0,28.40%,7.24%,5.79%,4.35%,37107.55131,0.579772542,2023,2,605601,Howard County,Maryland,24027605601,21044
2.40E+11,Block Group 3; Census Tract 6056.01; Howard County; Maryland,13,9,22,22,0,5.25%,1.34%,1.07%,0.80%,6860.21957,0.10718484,2023,3,605601,Howard County,Maryland,24027605601,21044
2.40E+11,Block Group 4; Census Tract 6056.01; Howard County; Maryland,111,81,192,192,0,45.82%,11.68%,9.35%,7.02%,59871.00716,0.935431328,2023,4,605601,Howard County,Maryland,24027605601,21044
2.40E+11,Block Group 1; Census Tract 6056.02; Howard County; Maryland,32,24,56,56,0,12.76%,5.30%,6.66%,2.37%,49310.78534,0.631130652,2023,1,605602,Howard County,Maryland,24027605602,21044
