geo_id,county_name,children_under_2,children_2_to_5,children_total_under_5,pct_non_english_home,pct_all_parents_work,pct_parents_nontraditional_hours,pct_remote_work,pct_eligible_subsidy,median_household_income,poverty_level_ratio,pct_hispanic,pct_white_non_hispanic,pct_black,pct_asian,pct_other_race,data_year
240276011031,Block Group 1; Census Tract 6011.03; Howard County; Maryland,124,152,276,0.0,0.5609756097560976,0.09699545157094501,0.0939084928631967,0.027422522195452,95811.26829268293,0.0,0.023247466913099448,0.315880887157992,0.05048021386844451,0.14223654246014722,0.029130499356414406,2022
240276011032,Block Group 2; Census Tract 6011.03; Howard County; Maryland,41,51,92,0.0,0.18699186991869918,0.032331817190315,0.0313028309543989,0.009140840731817331,31937.089430894306,0.0,0.007749155637699815,0.10529362905266398,0.016826737956148165,0.04741218082004907,0.009710166452138133,2022
240276011033,Block Group 3; Census Tract 6011.03; Howard County; Maryland,56,68,124,0.0,0.25203252032520324,0.043577666647815864,0.042190772155928945,0.012320263595058143,43045.64227642276,0.0,0.01044451412037801,0.14191750002750364,0.022679516375677965,0.06390337414876178,0.013087615652881832,2022
240276011041,Block Group 1; Census Tract 6011.04; Howard County; Maryland,86,105,191,0.0,0.809322033898305,0.08637903420940442,0.1737039282579384,0.041344526478451764,161724.3940677966,0.0,0.0357226078638181,0.5104233608869484,0.06219247467438495,0.13843974588535407,0.06254384458779955,2022
240276011042,Block Group 2; Census Tract 6011.04; Howard County; Maryland,20,25,45,0.0,0.1906779661016949,0.020351081358236642,0.04092500927543051,0.009740857023719003,38102.60593220339,0.0,0.00841632122445976,0.12025681277441191,0.014652677279305354,0.032616694056758815,0.014735460766759056,2022
240276011051,Block Group 1; Census Tract 6011.05; Howard County; Maryland,126,153,279,0.0,0.8913738019169329,0.10747840492249437,0.20937180611776826,0.06347964062868539,135749.09904153354,0.0,0.034887752217487085,0.5004987012432862,0.12185911556534586,0.1502984206905012,0.08382981220031256,2022
240276011052,Block Group 2; Census Tract 6011.05; Howard County; Maryland,15,19,34,0.0,0.10862619808306709,0.013097726764748418,0.025514843756287167,0.00773587018414087,16542.900958466453,0.0,0.0042515540336722606,0.06099267326979115,0.014850214800077989,0.018315936571602295,0.010215819407923394,2022
240276011071,Block Group 1; Census Tract 6011.07; Howard County; Maryland,125,153,278,0.0,0.7808988764044944,0.1992638512204572,0.11776366657344499,0.23394344695945266,66291.28651685393,0.0,0.309838129688317,0.2195119348677401,0.07237961095638999,0.1368983215425163,0.04227087934953103,2022
240276011072,Block Group 2; Census Tract 6011.07; Howard County; Maryland,35,43,78,0.0,0.21910112359550563,0.055908562572646266,0.03304160429039104,0.06563880885912701,18599.713483146068,0.0,0.08693300041614649,0.06158967956720766,0.02030794839783604,0.03841032043279235,0.011860174781523097,2022
240276011081,Block Group 1; Census Tract 6011.08; Howard County; Maryland,38,47,85,0.0,0.5666666666666667,0.052278521351179094,0.08672064777327934,0.07976626548055119,77119.93333333333,0.0,0.08480725623582766,0.26924821210535493,0.08199023199023199,0.11119832548403977,0.01942264085121228,2022
240276011082,Block Group 2; Census Tract 6011.08; Howard County; Maryland,29,36,65,0.0,0.43333333333333335,0.039977692797960485,0.06631578947368422,0.06099773242630385,58974.066666666666,0.0,0.06485260770975057,0.20589569160997734,0.06269841269841271,0.08503401360544219,0.014852607709750568,2022
240276012031,Block Group 1; Census Tract 6012.03; Howard County; Maryland,376,460,836,0.0,0.774074074074074,0.09733044733044732,0.1489100781353463,0.17646214922059472,96937.29629629629,0.0,0.05072876488470735,0.14214099467695226,0.3964545057656337,0.158297185473567,0.026452623273213734,2022
240276012032,Block Group 2; Census Tract 6012.03; Howard County; Maryland,110,134,244,0.0,0.22592592592592592,0.02840745113472386,0.043461793139981456,0.05150330671031712,28292.703703703704,0.0,0.014806003148168174,0.04148612763298607,0.1157116021612615,0.04620157087984491,0.007720622103665253,2022
240276012041,Block Group 1; Census Tract 6012.04; Howard County; Maryland,99,122,221,0.0,0.5212264150943396,0.07746898481806133,0.1108518556668712,0.06869935044849985,70839.8820754717,0.0,0.0349990720692855,0.19440890813485928,0.13227188369935047,0.12037766780080422,0.03916888339004021,2022
240276012042,Block Group 2; Census Tract 6012.04; Howard County; Maryland,75,92,167,0.0,0.3938679245283019,0.058539911604598385,0.08376588188401579,0.051913083823074545,53530.589622641506,0.0,0.026447262604392206,0.14690627899783482,0.09995205691308383,0.09096412001237242,0.029598206000618618,2022
240276012043,Block Group 3; Census Tract 6012.04; Howard County; Maryland,16,20,36,0.0,0.08490566037735849,0.012619382142308634,0.018057315855236934,0.0111908444169502,11539.528301886792,0.0,0.005701206309928859,0.03166841942468296,0.021546551190844417,0.01960903185895453,0.006380451592947726,2022
240276012051,Block Group 1; Census Tract 6012.05; Howard County; Maryland,72,87,159,0.0,0.44662921348314605,0.11067907918606122,0.03629183336850401,0.03917150265464872,43302.93539325843,0.0,0.021854549944437585,0.20937770095073466,0.1280713668354118,0.06917520681565625,0.01815038893690579,2022
240276012052,Block Group 2; Census Tract 6012.05; Howard County; Maryland,27,32,59,0.0,0.16573033707865167,0.04106959542124284,0.01346678093548262,0.014535337463045752,16068.384831460673,0.0,0.0081095499793825,0.07769361230247386,0.04752333737917795,0.02566878743474037,0.006735049982876991,2022
240276012053,Block Group 3; Census Tract 6012.05; Howard County; Maryland,34,42,76,0.0,0.21348314606741572,0.05290320766126197,0.017347039849096257,0.018723485545618257,20698.25842696629,0.0,0.010446199973441865,0.1000799073726782,0.06121650238673771,0.033064878729496074,0.008675657605061888,2022
240276012054,Block Group 4; Census Tract 6012.05; Howard County; Maryland,28,34,62,0.0,0.17415730337078653,0.0431578799341874,0.014151532508473263,0.015274422418793841,16885.42134831461,0.0,0.008521899978334154,0.0816441349619217,0.04993977826286498,0.02697398001616785,0.0070775101514978555,2022
240276012061,Block Group 1; Census Tract 6012.06; Howard County; Maryland,50,62,112,0.0,0.6292134831460674,0.10435585654917655,0.05325631362051354,0.0829319263664392,100150.02247191011,0.0,0.0031785755750203177,0.43604277660960533,0.0898670003483017,0.07455204530502199,0.02557308530811801,2022
240276012062,Block Group 2; Census Tract 6012.06; Howard County; Maryland,30,36,66,0.0,0.3707865168539326,0.06149541546647904,0.031383184812088336,0.04887059946593739,59016.97752808989,0.0,0.0018730891781369731,0.25695377907351746,0.052957339490963505,0.04393245526903082,0.015069853842283829,2022
240276021001,Block Group 1; Census Tract 6021; Howard County; Maryland,14,18,32,0.0,0.0367301663853388,0.005702343633378116,0.012353544260538273,0.0020599782167345254,9936.351097178684,0.0,0.00099008626055007,0.02529012245879052,0.005391105534324659,0.010370152046917496,0.008115273511329476,2022
240276021002,Block Group 2; Census Tract 6021; Howard County; Maryland,94,114,208,0.0,0.2387460815047022,0.03706523361695775,0.08029803769349877,0.013389858408774415,64586.282131661435,0.0,0.006435560693575456,0.1643857959821384,0.03504218597311028,0.06740598830496373,0.0527492778236416,2022
240276021003,Block Group 3; Census Tract 6021; Howard County; Maryland,15,18,33,0.0,0.037877984084880634,0.005880541871921182,0.012739592518680095,0.0021243525360074796,10246.862068965516,0.0,0.0010210264561922597,0.026080438785627727,0.005559577582272305,0.01069421929838367,0.008368875808558524,2022
240276021004,Block Group 4; Census Tract 6021; Howard County; Maryland,164,201,365,0.0,0.4189534603327707,0.06504235706821915,0.1409076142217647,0.023496626534628185,113336.50470219436,0.0,0.011293171409399238,0.28846545929557943,0.06149229750089065,0.11828454678515271,0.09256483848860186,2022
240276022011,Block Group 1; Census Tract 6022.01; Howard County; Maryland,17,21,38,0.0,0.296875,0.03800301013941698,0.06228874561842764,0.014933023510114817,59653.46875,0.0,0.01941722972972973,0.15870777027027028,0.006338682432432433,0.10607263513513514,0.006338682432432433,2022
240276022012,Block Group 2; Census Tract 6022.01; Howard County; Maryland,40,50,90,0.0,0.703125,0.09000712927756654,0.14752597646469703,0.03536768726079825,141284.53125,0.0,0.045988175675675674,0.3758868243243243,0.01501266891891892,0.25122466216216216,0.01501266891891892,2022
240276022021,Block Group 1; Census Tract 6022.02; Howard County; Maryland,18,23,41,0.0,0.14695340501792115,0.013298342867252462,0.03187321526158204,0.016269026732454797,26272.32974910394,0.0,0.003666249781073394,0.0834135036397319,0.012035413074420244,0.04316060949167092,0.004677629031024675,2022
240276022022,Block Group 2; Census Tract 6022.02; Howard County; Maryland,16,20,36,0.0,0.12903225806451613,0.011676593737099722,0.027986237790657398,0.014284999082155431,23068.387096774193,0.0,0.003219146149235175,0.07324112514708167,0.010567679772661678,0.03789712052927203,0.004107186466265568,2022
240276022023,Block Group 3; Census Tract 6022.02; Howard County; Maryland,35,43,78,0.0,0.27956989247311825,0.02529928643038273,0.06063684854642436,0.0309508313446701,49981.50537634408,0.0,0.006974816656676212,0.15868910448534362,0.022896639507433633,0.08211042781342273,0.008898904010242063,2022
240276022024,Block Group 4; Census Tract 6022.02; Howard County; Maryland,56,68,124,0.0,0.4444444444444444,0.04021937842778793,0.09639704127893103,0.04920388572742426,79457.77777777777,0.0,0.011088170069587825,0.25227498661772574,0.036399785883612444,0.13053452626749254,0.014146975606025847,2022
240276023021,Block Group 1; Census Tract 6023.02; Howard County; Maryland,10,13,23,0.0,0.0798611111111111,0.012548755572065378,0.011524775729321183,0.004948716854444065,12305.559027777777,0.0,0.002661584386631147,0.044079096525534205,0.013633830225396285,0.013769625347163179,0.005716974626386291,2022
240276023022,Block Group 2; Census Tract 6023.02; Howard County; Maryland,56,68,124,0.0,0.4305555555555556,0.06765416047548292,0.06213357349720986,0.026680038693524526,66343.01388888889,0.0,0.014349411475750536,0.23764382474635837,0.07350412817170172,0.07423624100209715,0.030821950159647834,2022
240276023023,Block Group 3; Census Tract 6023.02; Howard County; Maryland,31,38,69,0.0,0.23958333333333334,0.037646266716196135,0.03457432718796355,0.014846150563332196,36916.677083333336,0.0,0.007984753159893443,0.13223728957660263,0.04090149067618886,0.04130887604148954,0.017150923879158876,2022
240276023024,Block Group 4; Census Tract 6023.02; Howard County; Maryland,32,40,72,0.0,0.25,0.03928306092124814,0.03607755880483153,0.015491635370433595,38521.75,0.0,0.008331916340758375,0.1379867369494984,0.04267981635776229,0.04310491413024996,0.017896616221731,2022
240276023031,Block Group 1; Census Tract 6023.03; Howard County; Maryland,26,32,58,0.0,0.22252313247573913,0.027065257017863654,0.059509065066474104,0.01397597812121826,56186.60663507109,0.0,0.005171343201201552,0.13808717619398905,0.004063198229515505,0.09856333887052006,0.02899646009245156,2022
240276023032,Block Group 2; Census Tract 6023.03; Howard County; Maryland,36,45,81,0.0,0.3107650643195667,0.03779803135253373,0.08310748742042073,0.019518176341701363,78467.50236966825,0.0,0.007222048263746996,0.1928458839950537,0.005674466492944068,0.13764880083641595,0.04049505633600994,2022
240276023033,Block Group 3; Census Tract 6023.03; Howard County; Maryland,32,40,72,0.0,0.2762356127285037,0.03359825009114109,0.07387332215148511,0.017349490081512323,69748.89099526066,0.0,0.006419598456663996,0.17141856355115884,0.005043970215950283,0.12235448963236974,0.035995605632008834,2022
240276023041,Block Group 1; Census Tract 6023.04; Howard County; Maryland,48,59,107,0.0,0.5544041450777202,0.06403285782240203,0.11495860598246936,0.03399331587406756,102911.2694300518,0.0,0.013960620091602543,0.3062401623293934,0.011056811112549214,0.1993576549080843,0.023788896636090733,2022
240276023042,Block Group 2; Census Tract 6023.04; Howard County; Maryland,19,24,43,0.0,0.22279792746113988,0.025732830713675586,0.046198318292020396,0.01366086525780285,41356.86528497409,0.0,0.005610342653634666,0.12306847645013004,0.004443391381678656,0.08011569309390304,0.009560023881793472,2022
240276023043,Block Group 3; Census Tract 6023.04; Howard County; Maryland,19,24,43,0.0,0.22279792746113988,0.025732830713675586,0.046198318292020396,0.01366086525780285,41356.86528497409,0.0,0.005610342653634666,0.12306847645013004,0.004443391381678656,0.08011569309390304,0.009560023881793472,2022
240276023051,Block Group 1; Census Tract 6023.05; Howard County; Maryland,14,18,32,0.0,0.25806451612903225,0.030319996554545845,0.04932766668989061,0.011936379099400197,47419.354838709674,0.0,0.0038152296216812345,0.19225180515503093,0.004888262952779082,0.044352044352044345,0.012757174047496628,2022
240276023052,Block Group 2; Census Tract 6023.05; Howard County; Maryland,41,51,92,0.0,0.7419354838709677,0.0871699900943193,0.1418170417334355,0.03431708991077557,136330.64516129033,0.0,0.01096878516233355,0.552723939820714,0.014053755989239861,0.1275121275121275,0.03667687538655281,2022
240276023061,Block Group 1; Census Tract 6023.06; Howard County; Maryland,90,110,200,0.0,0.6172839506172839,0.09240906990702956,0.0881040961000981,0.07405680135072695,72024.07407407407,0.0,0.03913801742286908,0.3123514852017436,0.02741811660118575,0.22461351207794916,0.013762819313536376,2022
240276023062,Block Group 2; Census Tract 6023.06; Howard County; Maryland,28,35,63,0.0,0.19444444444444445,0.029108857020714314,0.027752790271530905,0.023327892425478995,22687.583333333332,0.0,0.01232847548820376,0.09839071783854923,0.008636706729373512,0.070753256304554,0.004335288083763959,2022
240276023063,Block Group 3; Census Tract 6023.06; Howard County; Maryland,27,34,61,0.0,0.1882716049382716,0.028184766321644017,0.02687174931052992,0.022587324411971723,21967.34259259259,0.0,0.01193709531397507,0.0952672029865318,0.008362525563361655,0.0685071211837745,0.0041976598906285955,2022
240276026001,Block Group 1; Census Tract 6026; Howard County; Maryland,37,46,83,0.0,0.16533864541832669,0.027329679493118757,0.034979967295837806,0.033246865498151854,12968.832669322708,0.0,0.013899782769602206,0.0679151305039484,0.025111301705203388,0.05268163544460926,0.005730794994963428,2022
240276026002,Block Group 2; Census Tract 6026; Howard County; Maryland,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
240276026003,Block Group 3; Census Tract 6026; Howard County; Maryland,40,49,89,0.0,0.17729083665338646,0.029305318974549032,0.03750863963047669,0.03565025336548813,13906.338645418327,0.0,0.014904586343308391,0.07282465801025793,0.026926576527266283,0.056489946440605114,0.006145069331948736,2022
240276026004,Block Group 4; Census Tract 6026; Howard County; Maryland,148,182,330,0.0,0.6573705179282868,0.10866017147866494,0.13907697840513825,0.1321863327034953,51562.82868525896,0.0,0.05526419655384009,0.27002401284702376,0.09984011521345924,0.20945710477977175,0.022785088534191943,2022
240276027001,Block Group 1; Census Tract 6027; Howard County; Maryland,44,54,98,0.0,0.48514851485148514,0.06609027898922251,0.10180705676679722,0.017716779181670042,92458.14851485148,0.0,0.015876122495970528,0.2914114667280681,0.034734054800828924,0.11218052037761915,0.030946350448998385,2022
240276027002,Block Group 2; Census Tract 6027; Howard County; Maryland,47,57,104,0.0,0.5148514851485149,0.07013662260080758,0.10804014187496849,0.018801479947894738,98118.85148514852,0.0,0.016848129995723826,0.30925298509917437,0.03686062958455314,0.11904871550277953,0.032841024966284,2022
240276028001,Block Group 1; Census Tract 6028; Howard County; Maryland,42,52,94,0.0,0.3671875,0.03622877072381722,0.08118602362204724,0.07316119335841649,52048.828125,0.0,0.014157204705113542,0.18272392174481294,0.055848972798562324,0.10317962751184448,0.01127777323966672,2022
240276028002,Block Group 2; Census Tract 6028; Howard County; Maryland,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
240276028003,Block Group 3; Census Tract 6028; Howard County; Maryland,73,89,162,0.0,0.6328125,0.06243681763040841,0.13991633858267716,0.12608631195812203,89701.171875,0.0,0.024398586832216955,0.3149071842836138,0.09625035737624571,0.1778202091161575,0.01943616239176605,2022
240276029001,Block Group 1; Census Tract 6029; Howard County; Maryland,44,54,98,0.0,0.46226415094339623,0.09404765323607402,0.0727290327264514,0.04431975295354632,44772.59433962264,0.0,0.049495767420915424,0.17733452867370925,0.04625678059582485,0.16964193496411914,0.019535139288827563,2022
240276029002,Block Group 2; Census Tract 6029; Howard County; Maryland,51,63,114,0.0,0.5377358490566038,0.10940237213175956,0.0846031605185251,0.05155563098677838,52082.40566037736,0.0,0.05757670904065672,0.2062871047837026,0.053808908040041147,0.19733857740724062,0.02272454978496267,2022
240276029003,Block Group 3; Census Tract 6029; Howard County; Maryland,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
240276030011,Block Group 1; Census Tract 6030.01; Howard County; Maryland,4,5,9,0.0,0.0,0.010026315789473685,0.006553332126041289,0.00320532250242483,6005.109375,0.0,0.002652158098933075,0.022679740543161978,0.003584202230843841,0.01455655916585839,0.0034023399612027154,2022
240276030012,Block Group 2; Census Tract 6030.01; Howard County; Maryland,36,45,81,0.0,0.0,0.09023684210526316,0.0589799891343716,0.02884790252182347,54045.984375,0.0,0.023869422890397674,0.20411766488845778,0.03225782007759457,0.13100903249272552,0.030621059650824442,2022
240276030013,Block Group 3; Census Tract 6030.01; Howard County; Maryland,46,56,102,0.0,0.0,0.11363157894736843,0.07427109742846794,0.036326988360814744,68057.90625,0.0,0.03005779178790818,0.2570370594891691,0.0406209586162302,0.16497433721306176,0.03855985289363078,2022
240276030031,Block Group 1; Census Tract 6030.03; Howard County; Maryland,86,106,192,0.0,0.2777274311606832,0.17177832794474768,0.2148290463012007,0.016055278644563974,111178.80794701987,0.0,0.03122226119955178,0.5070549755507994,0.010907340157048655,0.052491574505796654,0.03408543799077705,2022
240276030032,Block Group 2; Census Tract 6030.03; Howard County; Maryland,50,60,110,0.0,0.15911467410247473,0.09841466705167834,0.12307914111006289,0.00919833672344811,63696.19205298013,0.0,0.017887753812243203,0.2905002464093121,0.006248996964975792,0.030073297893945996,0.01952811551554935,2022
240276030041,Block Group 1; Census Tract 6030.04; Howard County; Maryland,53,64,117,0.0,0.1410743353228432,0.07129444244089887,0.12204846024821947,0.034700818365394834,70216.0824742268,0.0,0.0077470582787625645,0.2211575758633232,0.022822414929327555,0.12405762243694107,0.0262771841617487,2022
240276030042,Block Group 2; Census Tract 6030.04; Howard County; Maryland,58,70,128,0.0,0.15433773437028997,0.07799733873876115,0.1335231018100179,0.03796328846812426,76817.59450171821,0.0,0.00847541418531289,0.24195016846585787,0.024968112059435273,0.1357211595891321,0.02874768865558832,2022
240276030043,Block Group 3; Census Tract 6030.04; Howard County; Maryland,21,25,46,0.0,0.05546512328932296,0.028030293609242286,0.047984864712975174,0.013643056793232156,27606.323024054982,0.0,0.00304585197284682,0.08695084179241767,0.00897291527135955,0.04877479172734435,0.010331200610602052,2022
240276040011,Block Group 1; Census Tract 6040.01; Howard County; Maryland,45,55,100,0.0,0.0,0.06342820827651736,0.06810237262951356,0.02564402514857708,53619.40298507462,0.0,0.027066973758183562,0.23693803159173754,0.01328412614932627,0.015369688616455993,0.005848642570863785,2022
240276040012,Block Group 2; Census Tract 6040.01; Howard County; Maryland,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
240276040013,Block Group 3; Census Tract 6040.01; Howard County; Maryland,106,129,235,0.0,0.0,0.14905628944981583,0.1600405756793569,0.06026345909915614,126005.59701492538,0.0,0.06360738833173138,0.5568043742405833,0.03121769645091674,0.036118768248671586,0.013744310041529897,2022
240276040031,Block Group 1; Census Tract 6040.03; Howard County; Maryland,83,101,184,0.0,0.6411149825783972,0.17993259838921571,0.17264332544756072,0.04665959703075291,138219.9024390244,0.0,0.009541753815837236,0.516163444513862,0.009238840996286848,0.06512625620333352,0.041044687049077634,2022
240276040032,Block Group 2; Census Tract 6040.03; Howard County; Maryland,6,8,14,0.0,0.04878048780487805,0.013690523790483806,0.013135905197097014,0.0035501867306007655,10516.731707317074,0.0,0.0007260030077267463,0.03927330556083733,0.0007029552931957385,0.004955258624166682,0.0031229653189515597,2022
240276040033,Block Group 3; Census Tract 6040.03; Howard County; Maryland,40,49,89,0.0,0.31010452961672474,0.08703261552521849,0.08350682589583101,0.02256904421596201,66856.36585365854,0.0,0.004615304834834316,0.24966601392246587,0.004468787221030052,0.031501286967916764,0.01985313667047777,2022
240276040041,Block Group 1; Census Tract 6040.04; Howard County; Maryland,16,20,36,0.0,0.09960474308300396,0.03401624175393526,0.0326319598821279,0.014045961132786977,39130.59130434783,0.0,0.0022849888924151066,0.12873224186532753,0.006955775010734221,0.014012358354957344,0.0045363750070005785,2022
240276040042,Block Group 2; Census Tract 6040.04; Howard County; Maryland,87,107,194,0.0,0.5367588932806324,0.18330974722953997,0.17585000603146703,0.07569212388224093,210870.40869565218,0.0,0.012313551253570296,0.6937237478298206,0.037483898668956635,0.07551104224615901,0.024446020871058672,2022
240276051031,Block Group 1; Census Tract 6051.03; Howard County; Maryland,39,47,86,0.0,0.48314606741573035,0.07862273918014676,0.09633025751155846,0.010527562104789981,103444.95505617978,0.0,0.031503912466445266,0.28637572889580165,0.03339759026497477,0.11887131998951071,0.012997515798997912,2022
240276051032,Block Group 2; Census Tract 6051.03; Howard County; Maryland,41,51,92,0.0,0.5168539325842697,0.08410804656480816,0.10305097315189976,0.011262043181868353,110662.04494382023,0.0,0.03370185984782517,0.30635543091178785,0.035727654702066035,0.12716466789575565,0.013904319226834976,2022
240276051041,Block Group 1; Census Tract 6051.04; Howard County; Maryland,47,57,104,0.0,0.3969465648854962,0.048923386148352475,0.09944497566760506,0.01705940922668437,79234.106870229,0.0,0.019910167643815087,0.2270817459176651,0.02374667835259009,0.10934055520008752,0.016867417771338364,2022
240276051042,Block Group 2; Census Tract 6051.04; Howard County; Maryland,71,87,158,0.0,0.6030534351145038,0.07432591357153549,0.15107986687963076,0.025917179402078175,120374.893129771,0.0,0.03024813930502677,0.3449895755287605,0.0360766844202811,0.16611353578474836,0.025625500075687133,2022
240276051051,Block Group 1; Census Tract 6051.05; Howard County; Maryland,124,151,275,0.0,0.5402750491159135,0.047121192699190864,0.1381476339662098,0.0036250712972938715,118908.59528487228,0.0,0.02496457677855588,0.2542919529082345,0.07322942521709724,0.15457233788722516,0.03321675632480074,2022
240276051052,Block Group 2; Census Tract 6051.05; Howard County; Maryland,8,9,17,0.0,0.03339882121807466,0.002912946457768163,0.008540035554274787,0.0002240953165599848,7350.713163064834,0.0,0.0015432647463107273,0.01571986617978177,0.004526909922511467,0.00955538088757392,0.0020533994818967734,2022
240276051053,Block Group 3; Census Tract 6051.05; Howard County; Maryland,98,119,217,0.0,0.4263261296660118,0.03718290478445243,0.10901104207515465,0.0028605108055009825,93829.69155206287,0.0,0.01969932058526046,0.20065946829486142,0.05778467371676402,0.12197162662373769,0.026211040445388224,2022
