geo_id,county_name,children_under_2,children_2_to_5,children_total_under_5,pct_non_english_home,pct_all_parents_work,pct_parents_nontraditional_hours,pct_remote_work,pct_eligible_subsidy,median_household_income,poverty_level_ratio,pct_hispanic,pct_white_non_hispanic,pct_black,pct_asian,pct_other_race,data_year
240276051061,Block Group 1; Census Tract 6051.06; Howard County; Maryland,22,26,48,0.0,0.15309568480300187,0.023031044502217466,0.026148595431871882,0.007092473042621682,41230.7076923077,0.0,0.0035429957294247907,0.09549217061211578,0.01961301207360152,0.051837401803131754,0.014129804397110772,2022
240276051062,Block Group 2; Census Tract 6051.06; Howard County; Maryland,95,117,212,0.0,0.676172607879925,0.10172044655146047,0.11548962982410081,0.03132508927157909,182102.29230769232,0.0,0.015648231138292824,0.421757086870178,0.08662413665840671,0.22894852463049856,0.062406636087239245,2022
240276054011,Block Group 1; Census Tract 6054.01; Howard County; Maryland,18,23,41,0.0,0.13712374581939799,0.023705198163920218,0.02109234733570048,0.016570386135603528,14318.1872909699,0.0,0.02336069727374075,0.05110469240904023,0.04256612952265126,0.010996250126684908,0.009095976487280834,2022
240276054012,Block Group 2; Census Tract 6054.01; Howard County; Maryland,21,25,46,0.0,0.15384615384615385,0.02659607598878854,0.023664584815663952,0.01859116493262835,16064.307692307693,0.0,0.02620956279492865,0.05733697197111831,0.047757120927852635,0.012337256239695263,0.010205241912558985,2022
240276054013,Block Group 3; Census Tract 6054.01; Howard County; Maryland,26,32,58,0.0,0.1939799331103679,0.03353418276847251,0.02983795476757629,0.02344103404548792,20254.996655518396,0.0,0.033046840045779596,0.0722944429201057,0.060215500300335935,0.015555670910920114,0.012867478933226546,2022
240276054014,Block Group 4; Census Tract 6054.01; Howard County; Maryland,69,85,154,0.0,0.5150501672240803,0.08903903700594423,0.07922491438287498,0.06223998694836447,53780.50836120401,0.0,0.08774505805258721,0.19195421051200479,0.1598825352802023,0.041302988280718926,0.034165375098567034,2022
240276054031,Block Group 1; Census Tract 6054.03; Howard County; Maryland,45,55,100,0.0,0.7142857142857143,0.1390853371051391,0.12934362934362936,0.1784838506270581,78254.28571428571,0.0,0.05272192251103482,0.2616828977790233,0.2639599243326561,0.06585861416660828,0.0700623554963918,2022
240276054032,Block Group 2; Census Tract 6054.03; Howard County; Maryland,18,22,40,0.0,0.2857142857142857,0.05563413484205563,0.051737451737451735,0.07139354025082323,31301.714285714283,0.0,0.021088769004413928,0.10467315911160932,0.10558396973306242,0.02634344566664331,0.028024942198556713,2022
240276054041,Block Group 1; Census Tract 6054.04; Howard County; Maryland,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
240276054042,Block Group 2; Census Tract 6054.04; Howard County; Maryland,8,9,17,0.0,0.5483870967741935,0.08304272013949432,0.07956550809465872,0.05570606284897132,60175.6129032258,0.0,0.041204776332204596,0.28685795758331845,0.13597576189627517,0.036599536624487616,0.047749064337907675,2022
240276054043,Block Group 3; Census Tract 6054.04; Howard County; Maryland,6,8,14,0.0,0.45161290322580644,0.06838812246781885,0.06552453607795425,0.04587558116974109,49556.38709677419,0.0,0.03393334521475673,0.2362359650686152,0.1119800392086972,0.030140794867225096,0.03932275886651221,2022
240276055021,Block Group 1; Census Tract 6055.02; Howard County; Maryland,46,57,103,0.0,0.5255102040816326,0.12762390670553936,0.15781292960469714,0.06761588904446048,66218.48979591836,0.0,0.06312434883863455,0.17274220845649416,0.20527552670409813,0.03229053229053229,0.052077587791873506,2022
240276055022,Block Group 2; Census Tract 6055.02; Howard County; Maryland,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
240276055023,Block Group 3; Census Tract 6055.02; Howard County; Maryland,42,51,93,0.0,0.4744897959183674,0.11523323615160351,0.14249128595375568,0.0610512396226682,59789.510204081635,0.0,0.05699577128148557,0.15597112025683454,0.1853458639172925,0.02915552915552916,0.047021511307225594,2022
240276055031,Block Group 1; Census Tract 6055.03; Howard County; Maryland,75,91,166,0.0,0.0,0.07540655946216045,0.08714633068081344,0.09855299965787197,46431.12222222223,0.0,0.05974584791088592,0.16580307234487474,0.1254162142598625,0.07451542204528089,0.035630554550207104,2022
240276055032,Block Group 2; Census Tract 6055.03; Howard County; Maryland,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
240276055033,Block Group 3; Census Tract 6055.03; Howard County; Maryland,52,63,115,0.0,0.0,0.0522394839647497,0.060372458001768346,0.06827466843768239,32166.138888888887,0.0,0.041390195841878794,0.11486357421482285,0.08688472674629026,0.051622129730164466,0.024683817911288052,2022
240276055034,Block Group 4; Census Tract 6055.03; Howard County; Maryland,36,43,79,0.0,0.0,0.03588625420187154,0.041473253757736514,0.04690172875284268,22096.73888888889,0.0,0.028433264969638477,0.07890628141713918,0.05968602967788636,0.03546215868419994,0.01695670969558049,2022
240276055041,Block Group 1; Census Tract 6055.04; Howard County; Maryland,22,28,50,0.0,0.0,0.1615146831530139,0.17789072426937738,0.007891770011273957,250001.0,0.0,0.03194287861706126,0.4363021420518602,0.021796317173994738,0.4509582863585118,0.059000375798571966,2022
240276055051,Block Group 1; Census Tract 6055.05; Howard County; Maryland,26,32,58,0.0,0.2248062015503876,0.024092438203890596,0.05613790197266191,0.009300452849887696,56201.77519379845,0.0,0.00441262361491022,0.09833362009534545,0.020535671438620638,0.09531267008206076,0.00621161631945054,2022
240276055052,Block Group 2; Census Tract 6055.05; Howard County; Maryland,14,18,32,0.0,0.12403100775193798,0.013292379698698259,0.03097263557112381,0.005131284330972521,31007.875968992248,0.0,0.002434550959950466,0.054253031776742316,0.011330025621307938,0.05258630073493007,0.0034270986590071947,2022
240276055053,Block Group 3; Census Tract 6055.05; Howard County; Maryland,76,92,168,0.0,0.6511627906976745,0.06978499341816587,0.16260633674840003,0.02693924273760574,162791.3488372093,0.0,0.012781392539739948,0.28482841682789717,0.05948263451186668,0.27607807885838287,0.017992267959787773,2022
240276056011,Block Group 1; Census Tract 6056.01; Howard County; Maryland,25,31,56,0.0,0.14213197969543148,0.032665496407449576,0.027561581024293416,0.024490663870586796,17962.497461928935,0.0,0.00825223568687669,0.0739049780099045,0.044419666872059706,0.00949372247162805,0.006061376654962525,2022
240276056012,Block Group 2; Census Tract 6056.01; Howard County; Maryland,69,84,153,0.0,0.3883248730964467,0.08924680268463901,0.07530217672708736,0.06691199236071035,49076.109137055835,0.0,0.022546286787359527,0.2019189577770605,0.12136087556116311,0.02593820603855521,0.016560546932308323,2022
240276056013,Block Group 3; Census Tract 6056.01; Howard County; Maryland,9,11,20,0.0,0.050761421319796954,0.011666248716946277,0.009843421794390505,0.008746665668066712,6415.177664974619,0.0,0.002947227031027389,0.026394635003537323,0.01586416674002132,0.0033906151684385895,0.00216477737677233,2022
240276056014,Block Group 4; Census Tract 6056.01; Howard County; Maryland,74,91,165,0.0,0.41878172588832485,0.09624655191480679,0.08120822980372167,0.07215999176155037,52925.215736040605,0.0,0.02431462300597596,0.21775573877918292,0.1308793756051759,0.02797257513961836,0.017859413358371722,2022
240276056021,Block Group 1; Census Tract 6056.02; Howard County; Maryland,22,26,48,0.0,0.1677379859198041,0.0407689307000753,0.03942519461828649,0.018736919438252744,29045.553719008265,0.0,0.017812899071153365,0.0997808116418885,0.03519714549086186,0.026266881919093796,0.019289369315019015,2022
240276056022,Block Group 2; Census Tract 6056.02; Howard County; Maryland,68,82,150,0.0,0.5241812059993879,0.1274029084377353,0.12320373318214528,0.058552873244539824,90767.35537190083,0.0,0.055665309597354266,0.3118150363809016,0.10999107965894331,0.08208400599716811,0.06027927910943443,2022
240276056023,Block Group 3; Census Tract 6056.02; Howard County; Maryland,7,9,16,0.0,0.05591266197326803,0.013589643566691765,0.01314173153942883,0.006245639812750914,9681.851239669422,0.0,0.0059376330237177885,0.03326027054729617,0.011732381830287287,0.008755627306364599,0.006429789771673006,2022
240276056024,Block Group 4; Census Tract 6056.02; Howard County; Maryland,13,15,28,0.0,0.09784715845321906,0.02378187624171059,0.02299803019400045,0.0109298696723141,16943.239669421488,0.0,0.01039085779150613,0.05820547345776829,0.02053166820300275,0.015322347786138047,0.01125213210042776,2022
240276056025,Block Group 5; Census Tract 6056.02; Howard County; Maryland,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
240276066011,Block Group 1; Census Tract 6066.01; Howard County; Maryland,133,163,296,0.0,0.3516949152542373,0.2373438527284681,0.10844079718640094,0.06074391222906075,150000.0,0.0,0.07037730800107038,0.5833556328605833,0.2271875836232272,0.05137811078405138,0.0677013647310677,2022
240276066031,Block Group 1; Census Tract 6066.03; Howard County; Maryland,111,136,247,0.0,0.38058551617873654,0.07684796500078979,0.07950121930900773,0.09591649609427522,35860.28967642527,0.0,0.06853407178528888,0.11526376503950432,0.1368572695035461,0.03424594848594127,0.025684461364455957,2022
240276066032,Block Group 2; Census Tract 6066.03; Howard County; Maryland,27,34,61,0.0,0.09399075500770417,0.018978647226915696,0.019633904363763045,0.023687879602229914,8856.184899845917,0.0,0.016925418538067293,0.028465950070484875,0.033798758865248225,0.008457501447945012,0.0063431260859587585,2022
240276066033,Block Group 3; Census Tract 6066.03; Howard County; Maryland,54,66,120,0.0,0.18489984591679506,0.03733504372508006,0.03862407415822238,0.046599107414222775,17422.003081664097,0.0,0.03329590532078812,0.05599859030259319,0.06648936170212766,0.0166377077664492,0.012478280824836901,2022
240276066034,Block Group 4; Census Tract 6066.03; Howard County; Maryland,99,122,221,0.0,0.3405238828967643,0.06875870552702244,0.07113266990805955,0.08582002282119362,32085.522342064716,0.0,0.061319958965784786,0.10313073714060914,0.12245124113475178,0.030641111803210615,0.02298083385240796,2022
240276066041,Block Group 1; Census Tract 6066.04; Howard County; Maryland,96,118,214,0.0,0.49767441860465117,0.1136130186392752,0.06128888619021596,0.07863345809327558,62067.962790697675,0.0,0.06502165776525505,0.20507695866100342,0.16232915597796374,0.04522267546995248,0.02002397073047647,2022
240276066042,Block Group 2; Census Tract 6066.04; Howard County; Maryland,97,119,216,0.0,0.5023255813953489,0.1146748225517918,0.06186167951909649,0.07936835022498845,62648.03720930233,0.0,0.06562933680979015,0.20699356575129318,0.16384625089364566,0.04564531729677447,0.020211110643845412,2022
240276066061,Block Group 1; Census Tract 6066.06; Howard County; Maryland,96,117,213,0.0,0.5788043478260869,0.11889064026624328,0.07623276776246023,0.10710407964685778,60828.86413043478,0.0,0.10848639428923387,0.18711800565391112,0.19027167990650515,0.06959107850724111,0.023337189469195656,2022
240276066062,Block Group 2; Census Tract 6066.06; Howard County; Maryland,70,85,155,0.0,0.421195652173913,0.08651666310454323,0.0554745493107105,0.07793958847541295,44265.135869565216,0.0,0.07894549819169601,0.1361656848655222,0.1384606121385366,0.05064139515785151,0.0169824618203067,2022
240276066071,Block Group 1; Census Tract 6066.07; Howard County; Maryland,52,64,116,0.0,0.4280442804428044,0.07869464454474512,0.0916854763537197,0.05993618862676374,66280.0885608856,0.0,0.04634747947293987,0.2388830473048528,0.10390965954639837,0.019551292197364355,0.019352801921248983,2022
240276066072,Block Group 2; Census Tract 6066.07; Howard County; Maryland,50,62,112,0.0,0.4132841328413284,0.07598103611216771,0.08852390820359143,0.057869423501702925,63994.56826568266,0.0,0.04474929052559712,0.2306457008460648,0.10032656783790189,0.018877109707800068,0.018685463923964536,2022
240276066073,Block Group 3; Census Tract 6066.07; Howard County; Maryland,19,24,43,0.0,0.15867158671586715,0.02917129065020724,0.03398685761387885,0.0222177250944038,24569.34317343173,0.0,0.017180531183934606,0.0885514744319713,0.038518235866337326,0.007247461762816097,0.007173883470807813,2022
240276067011,Block Group 1; Census Tract 6067.01; Howard County; Maryland,45,54,99,0.0,0.61875,0.09736675126903553,0.13847517730496453,0.10223407127429807,112535.15625,0.0,0.0208393049086349,0.4287576137585095,0.1192717663919742,0.023499641705481907,0.026381673235399496,2022
240276067012,Block Group 2; Census Tract 6067.01; Howard County; Maryland,27,34,61,0.0,0.38125,0.05999365482233502,0.08532308904649329,0.06299271058315334,69339.84375,0.0,0.01284037979218918,0.2641839842350412,0.07349068434252956,0.014479577212468649,0.016255374417771407,2022
240276067041,Block Group 1; Census Tract 6067.04; Howard County; Maryland,34,42,76,0.0,0.26573426573426573,0.06872062363865643,0.07350431957606579,0.04734816437412126,26098.825174825175,0.0,0.007696808750056263,0.10328495378232065,0.0869583897670498,0.05889224876936989,0.008901864665469111,2022
240276067042,Block Group 2; Census Tract 6067.04; Howard County; Maryland,89,109,198,0.0,0.6923076923076923,0.17903530895334174,0.1914980957376451,0.12335442823784222,67994.30769230769,0.0,0.02005221226988342,0.26908448485394065,0.22654948912994552,0.15342980600441103,0.023191700049511633,2022
240276067043,Block Group 3; Census Tract 6067.04; Howard County; Maryland,5,7,12,0.0,0.04195804195804196,0.010850624785051015,0.011605945196220916,0.0074760259538086205,4120.8671328671335,0.0,0.001215285592114147,0.016308150597208526,0.013730272068481547,0.009298776121479457,0.0014055575787582809,2022
240276067061,Block Group 1; Census Tract 6067.06; Howard County; Maryland,58,70,128,0.0,0.5739910313901345,0.07268995422398809,0.08644044729348165,0.09279111094003606,93590.9596412556,0.0,0.018357423493226954,0.3264581298922908,0.10944298337363331,0.09658109430194564,0.023151400329037817,2022
240276067062,Block Group 2; Census Tract 6067.06; Howard County; Maryland,28,35,63,0.0,0.2825112107623318,0.03577708684461914,0.042544907652260495,0.04567062491579899,46064.30044843049,0.0,0.009035294375572642,0.16067861080636187,0.05386646837921014,0.047536007351738865,0.0113948298494483,2022
240276067063,Block Group 3; Census Tract 6067.06; Howard County; Maryland,14,18,32,0.0,0.14349775784753363,0.018172488555997023,0.02161011182337041,0.023197777735009015,23397.7399103139,0.0,0.004589355873306738,0.0816145324730727,0.027360745843408328,0.02414527357548641,0.005787850082259454,2022
240276067081,Block Group 1; Census Tract 6067.08; Howard County; Maryland,98,119,217,0.0,0.3974358974358974,0.05706771860618014,0.055121409803388595,0.09851290784871834,41569.80769230769,0.0,0.046674184868629315,0.1547424026590693,0.1369559195948085,0.036063627730294395,0.022999762583095915,2022
240276067082,Block Group 2; Census Tract 6067.08; Howard County; Maryland,36,44,80,0.0,0.14652014652014653,0.0210387902695595,0.020321257070373678,0.036318122709204925,15325.274725274727,0.0,0.01720707276262832,0.057047890381223716,0.050490661601772714,0.013295346628679964,0.008479175145841813,2022
240276067083,Block Group 3; Census Tract 6067.08; Howard County; Maryland,112,137,249,0.0,0.45604395604395603,0.06548323471400394,0.06324991263153806,0.11304015693240031,47699.91758241758,0.0,0.053557013973680644,0.1775615588115588,0.15715218423551758,0.04138176638176638,0.026391432641432643,2022
240276068031,Block Group 1; Census Tract 6068.03; Howard County; Maryland,50,62,112,0.0,0.22626262626262628,0.052236931797797155,0.02628107559614409,0.01655307399252036,26632.468686868688,0.0,0.005741381519928233,0.12209756154392833,0.07348222711544511,0.015770158330711964,0.009171297752612632,2022
240276068032,Block Group 2; Census Tract 6068.03; Howard County; Maryland,9,11,20,0.0,0.04040404040404041,0.00932802353532092,0.004693049213597159,0.0029559060700929214,4755.797979797981,0.0,0.0010252466999871844,0.0218031359899872,0.013121826270615198,0.0028160997019128506,0.00163773174153797,2022
240276068033,Block Group 3; Census Tract 6068.03; Howard County; Maryland,65,80,145,0.0,0.29292929292929293,0.06762817063107666,0.0340246067985794,0.021430319008173677,34479.53535353536,0.0,0.007433038574907087,0.1580727359274072,0.09513324046196019,0.020416722838868168,0.011873555126150282,2022
240276068034,Block Group 4; Census Tract 6068.03; Howard County; Maryland,82,100,182,0.0,0.36767676767676766,0.08488501417142036,0.04270674784373414,0.02689874523784558,43277.76161616162,0.0,0.009329744969883378,0.19840853750888351,0.1194086190625983,0.02562650728740694,0.014903358847995525,2022
240276068035,Block Group 5; Census Tract 6068.03; Howard County; Maryland,16,20,36,0.0,0.07272727272727272,0.016790442363577653,0.008447488584474885,0.005320630926167258,8560.436363636363,0.0,0.0018454440599769317,0.03924564478197696,0.023619287287107354,0.005068979463443131,0.0029479171347683458,2022
240276068041,Block Group 1; Census Tract 6068.04; Howard County; Maryland,6,8,14,0.0,0.043235294117647066,0.012651195499296766,0.014141414141414142,0.005852842809364549,11640.79,0.0,0.0033946488294314386,0.03846488294314381,0.020719063545150504,0.005127090301003345,0.002294314381270903,2022
240276068042,Block Group 2; Census Tract 6068.04; Howard County; Maryland,84,102,186,0.0,0.5744117647058824,0.16808016877637133,0.1878787878787879,0.07775919732441472,154656.21000000002,0.0,0.04510033444816054,0.5110334448160535,0.27526755852842816,0.0681170568561873,0.030481605351170567,2022
240276068051,Block Group 1; Census Tract 6068.05; Howard County; Maryland,75,91,166,0.0,0.5949820788530465,0.06847383178091049,0.16089719605897437,0.03319896031725696,113822.45161290321,0.0,0.05056638795653374,0.3293903963149908,0.06793381559581052,0.1290151767489132,0.018076302236798278,2022
240276068052,Block Group 2; Census Tract 6068.05; Howard County; Maryland,30,37,67,0.0,0.24014336917562723,0.02763702848988556,0.0649404345539234,0.013399580369013354,45940.38709677419,0.0,0.020409325259564823,0.13294672622352038,0.027419070150116295,0.05207239061552521,0.007295856926900509,2022
240276068053,Block Group 3; Census Tract 6068.05; Howard County; Maryland,21,25,46,0.0,0.16487455197132617,0.018974676276637847,0.044585969992245914,0.009199711895143497,31541.16129032258,0.0,0.014012372566268387,0.09127685681017818,0.018825033237393277,0.035751193556927754,0.005009095800558559,2022
240276068071,Block Group 1; Census Tract 6068.07; Howard County; Maryland,108,131,239,0.0,0.7662337662337663,0.09759358288770054,0.33980582524271846,0.02506162695152013,221442.0,0.0,0.06450287592440428,0.4572719802793755,0.1018898931799507,0.31101068200493015,0.06532456861133935,2022
240276068081,Block Group 1; Census Tract 6068.08; Howard County; Maryland,17,20,37,0.0,0.12292358803986711,0.025443492582016343,0.026286902262688497,0.0023196522611385103,21639.714285714286,0.0,0.004243704911850298,0.04937802410144457,0.03857096201660546,0.020804943148350824,0.009925953861615952,2022
240276068082,Block Group 2; Census Tract 6068.08; Howard County; Maryland,70,85,155,0.0,0.5149501661129569,0.1065876040597982,0.1101208067761275,0.009717462175039706,90652.85714285714,0.0,0.01777768273883233,0.20685388474929484,0.16158105709659046,0.08715584291876698,0.04158169860947224,2022
240276068083,Block Group 3; Census Tract 6068.08; Howard County; Maryland,49,60,109,0.0,0.36212624584717606,0.0749551538226968,0.07743979315224449,0.006833570174705341,63749.428571428565,0.0,0.012501725280856283,0.14546498992047183,0.11362796918405392,0.061290237923519994,0.02924132353827402,2022
240276069011,Block Group 1; Census Tract 6069.01; Howard County; Maryland,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
240276069012,Block Group 2; Census Tract 6069.01; Howard County; Maryland,15,19,34,0.0,0.09315068493150686,0.027364303772218535,0.014470734744707347,0.015852684581625125,9909.556164383563,0.0,0.015260613777793546,0.03318739136035967,0.031765437331147624,0.01009333440378192,0.0028439080584240885,2022
240276069013,Block Group 3; Census Tract 6069.01; Howard County; Maryland,39,47,86,0.0,0.2356164383561644,0.06921559189443512,0.036602446707200934,0.040097966882934134,25065.347945205478,0.0,0.03860037602618367,0.0839445781467921,0.08034787089643224,0.02553019878603662,0.0071934145007197525,2022
240276069014,Block Group 4; Census Tract 6069.01; Howard County; Maryland,110,135,245,0.0,0.6712328767123288,0.1971839536527512,0.1042744121309794,0.11423258007347516,71407.09589041096,0.0,0.10996618751645348,0.2391444377437682,0.22889800429797555,0.07273138026254619,0.020492866891585342,2022
240276069041,Block Group 1; Census Tract 6069.04; Howard County; Maryland,74,90,164,0.0,0.6307692307692307,0.10303292894280763,0.05580264916757808,0.0792168207883453,64653.84615384615,0.0,0.043491587883797415,0.1989598939229564,0.243439926985931,0.11734256341375213,0.027535258562793822,2022
240276069042,Block Group 2; Census Tract 6069.04; Howard County; Maryland,35,42,77,0.0,0.29615384615384616,0.04837521663778163,0.026200024304289707,0.037193263418918224,30355.76923076923,0.0,0.020419830896660985,0.09341409653699782,0.11429801449949199,0.055093764529627526,0.012928139691067831,2022
240276069043,Block Group 3; Census Tract 6069.04; Howard County; Maryland,9,10,19,0.0,0.07307692307692308,0.011936741767764299,0.006464941062097461,0.009177558505966835,7490.384615384616,0.0,0.00503865957190336,0.023050231613025437,0.028203406175199324,0.013594565273544456,0.003190060443250504,2022
240276069051,Block Group 1; Census Tract 6069.05; Howard County; Maryland,7,9,16,0.0,0.020394333473167898,0.003807187460175863,0.00612161071313593,0.004638010119638719,3643.488721804511,0.0,0.0012521870714522155,0.013717312148295266,0.01113349411264009,0.0025573367380715938,0.001414857899465645,2022
240276069052,Block Group 2; Census Tract 6069.05; Howard County; Maryland,117,143,260,0.0,0.33140791893897836,0.061866796227857776,0.09947617408845885,0.07536766444412919,59206.691729323305,0.0,0.0203480399110985,0.22290632240979807,0.18091927933040147,0.0415567219936634,0.022991440866316732,2022
240276069053,Block Group 3; Census Tract 6069.05; Howard County; Maryland,115,141,256,0.0,0.32630933557068637,0.06091499936281381,0.09794577141017488,0.0742081619142195,58295.819548872176,0.0,0.02003499314323545,0.21947699437272425,0.17813590580224145,0.0409173878091455,0.02263772639145032,2022
240276069061,Block Group 1; Census Tract 6069.06; Howard County; Maryland,56,69,125,0.0,0.37425149700598803,0.11145551451867894,0.0605698034370102,0.0525817523830843,42669.53592814371,0.0,0.06013822378531247,0.12527344007839003,0.09767377215759444,0.06554194824138403,0.025624112743307052,2022
240276069062,Block Group 2; Census Tract 6069.06; Howard County; Maryland,38,46,84,0.0,0.25149700598802394,0.07489810575655224,0.04070290790967085,0.03533493760143265,28673.928143712572,0.0,0.04041288638372997,0.0841837517326781,0.06563677488990347,0.04404418921821006,0.01721940376350234,2022
240276069063,Block Group 3; Census Tract 6069.06; Howard County; Maryland,56,69,125,0.0,0.37425149700598803,0.11145551451867894,0.0605698034370102,0.0525817523830843,42669.53592814371,0.0,0.06013822378531247,0.12527344007839003,0.09767377215759444,0.06554194824138403,0.025624112743307052,2022
240276069071,Block Group 1; Census Tract 6069.07; Howard County; Maryland,56,68,124,0.0,0.11764276591862799,0.056117263642401494,0.01782460083345039,0.023641039283497384,16860.06349206349,0.0,0.03752327746741155,0.038451050811386,0.09958100558659219,0.011305090006207323,0.009964972953799769,2022
240276069072,Block Group 2; Census Tract 6069.07; Howard County; Maryland,74,91,165,0.0,0.15654077723043242,0.0746721653306149,0.023718218850962217,0.03145783453046023,22434.761904761905,0.0,0.04993016759776536,0.05116470470869912,0.13250698324022347,0.01504306331471136,0.013259843043362597,2022
240276069073,Block Group 3; Census Tract 6069.07; Howard County; Maryland,153,188,341,0.0,0.32351760627622694,0.1543224750166041,0.049017652291988574,0.0650128580296178,46365.1746031746,0.0,0.10318901303538175,0.1057403897313115,0.2738477653631285,0.03108899751707014,0.027403675622949365,2022
